game_date,drive,goal_to_go,air_yards,yards_after_catch,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,interception,punt_inside_twenty,tackled_for_loss,qb_hit,pass_attempt,sack,punt_attempt,fumble,return_yards,third_down_perc,fourth_down_perc,pass_perc,yards_per_deep_pass,yards_per_rush,yards_per_short_pass,yards_per_play,home,team_score
2016-11-27,25,10.0,200.0,207.0,0.0,9.0,17.0,1.0,0.0,2.0,6.0,8.0,39.0,2.0,4.0,1.0,26.0,0.0004329004329004329,0.001539645881447267,0.0004886432567230572,29.0,6.53125,7.870967741935484,7.816901408450704,1,49
2016-11-27,22,0.0,387.0,48.0,0.0,6.0,9.0,1.0,2.0,1.0,1.0,10.0,39.0,6.0,7.0,3.0,111.0,7.213445863088797e-05,0.0007698229407236335,0.0002864170906762813,5.090909090909091,5.7727272727272725,4.318181818181818,4.016393442622951,0,5
2016-11-27,23,3.0,332.0,61.0,0.0,7.0,11.0,1.0,1.0,4.0,5.0,3.0,28.0,0.0,4.0,1.0,42.0,0.0002886002886002886,0.0,0.00035385704175513094,9.5,3.3714285714285714,7.2,5.365079365079365,1,14
2016-11-27,28,3.0,380.0,140.0,0.0,6.0,12.0,3.0,0.0,3.0,6.0,7.0,39.0,5.0,6.0,1.0,28.0,0.0006491633006347375,0.0007698229407236335,0.0003369612831485662,31.285714285714285,3.263157894736842,5.518518518518518,6.025974025974026,1,27
2016-11-27,29,1.0,180.0,131.0,0.0,5.0,14.0,4.0,0.0,5.0,0.0,8.0,51.0,6.0,9.0,2.0,141.0,0.0003606202668589975,0.0007698229407236335,0.0004380201489268506,10.5,3.1923076923076925,4.853658536585366,3.5714285714285716,0,30
2016-11-27,26,7.0,330.0,85.0,0.0,7.0,8.0,4.0,1.0,1.0,0.0,8.0,32.0,2.0,6.0,1.0,69.0,0.0002164658344757919,0.0,0.00023587687227267368,26.4,5.16,4.956521739130435,6.280701754385965,0,32
2016-11-27,27,12.0,289.0,147.0,0.0,5.0,15.0,2.0,1.0,3.0,5.0,5.0,42.0,2.0,5.0,2.0,77.0,0.0005772005772005772,0.0,0.0004380644291683515,15.8,1.8333333333333333,6.9411764705882355,5.097222222222222,1,34
2016-11-27,22,10.0,336.0,141.0,0.0,6.0,18.0,2.0,0.0,1.0,2.0,4.0,51.0,0.0,4.0,2.0,34.0,0.0002885378345235519,0.0007698229407236335,0.0005053908355795149,8.25,4.333333333333333,5.238095238095238,5.236111111111111,0,22
2016-11-27,21,2.0,308.0,74.0,0.0,5.0,10.0,1.0,0.0,1.0,1.0,1.0,33.0,1.0,4.0,2.0,60.0,0.0003607763907929865,0.0,0.00037068239258635215,13.727272727272727,2.782608695652174,5.619047619047619,5.946428571428571,1,17
2016-11-28,15,3.0,292.0,142.0,0.0,7.0,15.0,3.0,0.0,1.0,3.0,2.0,39.0,0.0,1.0,0.0,18.0,0.0007216569242981886,0.0007698229407236335,0.0005054845068998635,16.142857142857142,2.642857142857143,6.25,5.776119402985074,0,27
2016-11-28,14,2.0,250.0,110.0,0.0,7.0,12.0,1.0,1.0,2.0,1.0,8.0,40.0,4.0,2.0,2.0,61.0,0.0003607763907929865,0.0,0.0004043739785344813,11.333333333333334,4.5,6.413793103448276,5.0344827586206895,1,13
2016-12-01,24,2.0,150.0,63.0,0.0,7.0,6.0,0.0,0.0,3.0,1.0,7.0,21.0,3.0,6.0,6.0,33.0,7.214486689272058e-05,0.0,0.00020220402386007482,18.5,5.0,4.642857142857143,5.387755102040816,0,17
2016-12-01,23,0.0,366.0,91.0,0.0,3.0,16.0,2.0,0.0,3.0,1.0,9.0,51.0,3.0,7.0,1.0,92.0,0.00043280675178532783,0.0,0.0005559861171951343,7.333333333333333,4.578947368421052,4.921052631578948,4.542857142857143,1,15
2016-12-04,16,8.0,248.0,147.0,0.0,11.0,15.0,6.0,1.0,1.0,4.0,9.0,38.0,2.0,1.0,0.0,53.0,0.00043299415457891317,0.0,0.0003706761469899412,13.0,4.266666666666667,7.821428571428571,6.147058823529412,1,28
2016-12-04,17,1.0,212.0,158.0,0.0,4.0,13.0,0.0,0.0,0.0,3.0,0.0,26.0,1.0,3.0,1.0,129.0,0.00021645021645021645,0.001539645881447267,0.0003538689673766514,11.0,5.590909090909091,10.722222222222221,8.104166666666666,0,26
2016-12-04,23,2.0,274.0,181.0,0.0,8.0,20.0,0.0,1.0,2.0,0.0,2.0,50.0,0.0,3.0,1.0,19.0,0.0003607763907929865,0.001539645881447267,0.0006233993799703464,8.5,5.5,7.822222222222222,7.085714285714285,1,38
2016-12-04,22,1.0,244.0,128.0,0.0,3.0,11.0,2.0,3.0,3.0,3.0,9.0,43.0,2.0,6.0,1.0,74.0,0.00028855864954552014,0.0,0.0004886432567230572,7.166666666666667,3.875,5.382352941176471,4.694915254237288,0,6
2016-12-04,24,2.0,235.0,33.0,0.0,8.0,9.0,2.0,0.0,2.0,3.0,2.0,19.0,1.0,6.0,2.0,58.0,0.0004328692013563235,0.0,0.00018535056531922422,18.142857142857142,3.55,5.909090909090909,5.52542372881356,1,26
2016-12-04,23,0.0,157.0,5.0,0.0,7.0,2.0,1.0,0.0,2.0,4.0,5.0,21.0,6.0,8.0,1.0,60.0,0.0002885378345235519,0.0,8.424599831508003e-05,3.6,4.147058823529412,2.1,2.672727272727273,0,6
2016-12-04,22,2.0,274.0,114.0,0.0,4.0,13.0,4.0,0.0,0.0,4.0,1.0,31.0,0.0,1.0,2.0,26.0,0.000505050505050505,0.0,0.000387544651883804,27.833333333333332,2.4242424242424243,6.6,6.4375,1,32
2016-12-04,21,2.0,435.0,115.0,0.0,5.0,17.0,0.0,3.0,2.0,3.0,9.0,61.0,1.0,3.0,0.0,173.0,0.0005771172990910403,0.0023059185242121443,0.0006064587860716632,0.0,2.789473684210526,5.901960784313726,4.4875,0,14
2016-12-04,20,1.0,381.0,45.0,0.0,7.0,9.0,0.0,0.0,3.0,3.0,4.0,31.0,1.0,5.0,1.0,83.0,0.0002885794675708823,0.0007692307692307692,0.00033698399326032014,9.8,4.1923076923076925,5.55,5.421052631578948,1,21
2016-12-04,21,0.0,285.0,104.0,0.0,8.0,9.0,0.0,0.0,2.0,3.0,5.0,37.0,2.0,5.0,1.0,110.0,0.0004328379743182802,0.0007692307692307692,0.00037066365642848717,11.333333333333334,4.555555555555555,4.620689655172414,4.796875,0,13
2016-12-04,29,2.0,282.0,35.0,0.0,4.0,5.0,1.0,0.0,3.0,3.0,5.0,26.0,2.0,11.0,0.0,17.0,7.21240533717995e-05,0.0,0.0002021835826930853,3.0,3.7142857142857144,4.777777777777778,3.814814814814815,0,19
2016-12-04,30,0.0,264.0,120.0,0.0,7.0,10.0,2.0,2.0,4.0,1.0,6.0,43.0,1.0,8.0,1.0,127.0,0.00043274432023079695,0.0007692307692307692,0.00032007547042671116,0.0,4.052631578947368,4.641025641025641,4.111111111111111,1,10
2016-12-04,25,5.0,256.0,78.0,0.0,2.0,5.0,0.0,2.0,5.0,2.0,9.0,36.0,4.0,8.0,1.0,106.0,7.212925562608193e-05,0.0007698229407236335,0.0002358649504683604,20.75,2.769230769230769,2.7857142857142856,3.306122448979592,0,10
2016-12-04,26,0.0,277.0,107.0,0.0,6.0,14.0,0.0,0.0,2.0,4.0,4.0,46.0,0.0,6.0,0.0,42.0,0.000288496213487198,0.001539645881447267,0.0005559954846427308,10.4,4.586206896551724,5.2926829268292686,5.36,1,26
2016-12-04,18,5.0,289.0,191.0,0.0,5.0,16.0,3.0,0.0,1.0,3.0,5.0,45.0,2.0,2.0,0.0,73.0,0.00036075036075036075,0.0,0.0005054589567327133,19.571428571428573,3.6956521739130435,5.828571428571428,6.205882352941177,0,28
2016-12-04,19,1.0,305.0,160.0,0.0,3.0,16.0,1.0,3.0,2.0,0.0,5.0,45.0,1.0,4.0,1.0,51.0,0.0004329004329004329,0.0,0.0005223251895534962,13.0,4.166666666666667,6.333333333333333,6.473684210526316,1,13
2016-12-04,24,6.0,332.0,99.0,0.0,11.0,12.0,1.0,1.0,1.0,1.0,5.0,39.0,4.0,5.0,1.0,101.0,0.0006493975034273758,0.0,0.00030325493631646336,4.75,7.066666666666666,5.666666666666667,5.536231884057971,0,24
2016-12-04,23,5.0,307.0,118.0,0.0,8.0,13.0,3.0,0.0,2.0,0.0,2.0,36.0,0.0,5.0,0.0,22.0,0.0003607243344636029,0.0,0.0003201024327784891,14.857142857142858,4.34375,5.571428571428571,5.897058823529412,1,38
2016-12-04,20,5.0,304.0,160.0,0.0,7.0,16.0,1.0,0.0,0.0,4.0,6.0,48.0,2.0,3.0,1.0,17.0,0.000721552781585973,0.0007698229407236335,0.0005054248938607723,10.5,3.6666666666666665,6.2926829268292686,5.125,1,31
2016-12-04,19,8.0,286.0,120.0,0.0,5.0,12.0,2.0,1.0,1.0,1.0,8.0,39.0,2.0,2.0,2.0,71.0,0.0003607763907929865,0.0,0.0003538033864038413,21.25,4.833333333333333,5.636363636363637,5.842105263157895,0,23
2016-12-04,23,2.0,278.0,94.0,0.0,3.0,10.0,3.0,2.0,0.0,1.0,3.0,41.0,2.0,4.0,0.0,136.0,0.0002886002886002886,0.0,0.0004043603524674406,5.75,4.0,4.914285714285715,4.254545454545455,0,14
2016-12-04,24,0.0,209.0,166.0,0.0,5.0,15.0,0.0,1.0,2.0,1.0,3.0,40.0,2.0,4.0,1.0,48.0,0.000505014068249044,0.0007698229407236335,0.0004043671653861706,15.333333333333334,3.9,6.354838709677419,5.557142857142857,1,24
2016-12-04,18,2.0,230.0,111.0,0.0,8.0,9.0,1.0,2.0,0.0,3.0,6.0,28.0,2.0,3.0,0.0,34.0,0.0002886627697192755,0.0,0.00025274225344993175,13.333333333333334,4.76,8.409090909090908,6.226415094339623,1,21
2016-12-04,19,2.0,279.0,110.0,0.0,5.0,14.0,1.0,1.0,1.0,2.0,5.0,32.0,1.0,2.0,0.0,14.0,0.0003607243344636029,0.0007698229407236335,0.0003369896712665757,15.833333333333334,2.7,7.708333333333333,5.661290322580645,0,27
2016-12-04,23,0.0,412.0,33.0,0.0,5.0,9.0,0.0,1.0,3.0,2.0,4.0,33.0,0.0,6.0,1.0,115.0,0.00036075036075036075,0.0,0.00023585700326830418,9.5,4.238095238095238,3.782608695652174,5.018518518518518,0,7
2016-12-04,22,10.0,281.0,173.0,0.0,11.0,16.0,2.0,1.0,0.0,4.0,4.0,42.0,3.0,1.0,1.0,53.0,0.000505050505050505,0.0,0.0004717775905644482,15.0,8.275862068965518,7.285714285714286,7.52112676056338,1,40
2016-12-05,24,4.0,206.0,103.0,0.0,5.0,18.0,4.0,0.0,2.0,4.0,6.0,30.0,1.0,2.0,2.0,26.0,0.0005050869471101812,0.0,0.0003875577123984767,23.6,3.475,7.125,6.014285714285714,0,41
2016-12-05,23,0.0,442.0,93.0,0.0,2.0,10.0,1.0,3.0,0.0,1.0,8.0,38.0,1.0,5.0,1.0,212.0,0.00021643460067816175,0.0007692307692307692,0.00026955086087806194,5.0,2.5714285714285716,6.068965517241379,4.8076923076923075,1,10
2016-12-08,25,2.0,210.0,100.0,0.0,4.0,9.0,1.0,1.0,5.0,1.0,0.0,27.0,1.0,5.0,1.0,89.0,0.0003607763907929865,0.0,0.0002864460470445508,36.333333333333336,2.4074074074074074,6.739130434782608,5.981481481481482,1,20
2016-12-08,24,7.0,331.0,54.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,3.0,42.0,1.0,8.0,2.0,151.0,0.0003605942593393913,0.0007686395080707148,0.000286368843069874,0.0,4.354838709677419,3.4411764705882355,3.3424657534246576,0,13
2016-12-11,21,5.0,233.0,119.0,0.0,4.0,9.0,1.0,1.0,1.0,2.0,7.0,30.0,5.0,6.0,0.0,80.0,0.0002164658344757919,0.0,0.00025274225344993175,12.428571428571429,3.7222222222222223,7.833333333333333,5.729166666666667,1,20
2016-12-11,22,1.0,259.0,138.0,0.0,14.0,9.0,1.0,3.0,1.0,1.0,1.0,31.0,0.0,2.0,0.0,106.0,0.0004328692013563235,0.0007698229407236335,0.0002864315681285909,5.714285714285714,5.714285714285714,7.5,6.301369863013699,0,27
2016-12-11,25,14.0,307.0,61.0,0.0,6.0,9.0,2.0,1.0,2.0,6.0,4.0,29.0,2.0,5.0,0.0,57.0,0.0003606722931544399,0.0007698229407236335,0.00016847496462025742,9.0,3.3157894736842106,4.85,4.059701492537314,1,28
2016-12-11,26,3.0,496.0,76.0,0.0,7.0,10.0,0.0,3.0,0.0,4.0,7.0,45.0,5.0,3.0,2.0,68.0,0.0003607243344636029,0.0,0.0003538033864038413,7.7272727272727275,2.9,5.392857142857143,4.276923076923077,0,16
2016-12-11,19,5.0,195.0,80.0,0.0,9.0,12.0,0.0,0.0,2.0,0.0,4.0,32.0,4.0,5.0,1.0,53.0,0.0005772005772005772,0.0,0.0003369953494641774,2.0,5.605263157894737,7.391304347826087,5.142857142857143,0,23
2016-12-11,20,3.0,300.0,71.0,0.0,6.0,6.0,1.0,1.0,0.0,1.0,7.0,31.0,3.0,6.0,0.0,129.0,0.0004328692013563235,0.0007698229407236335,0.00020217336365933788,0.0,7.681818181818182,4.333333333333333,4.7924528301886795,1,10
2016-12-11,16,0.0,237.0,101.0,0.0,5.0,10.0,1.0,0.0,2.0,3.0,3.0,33.0,1.0,4.0,0.0,51.0,0.0002886211126343892,0.0,0.0003369726378218089,13.75,5.411764705882353,5.607142857142857,5.92,0,16
2016-12-11,17,4.0,257.0,68.0,0.0,7.0,13.0,5.0,2.0,1.0,1.0,3.0,38.0,3.0,2.0,0.0,73.0,0.0004329316689515838,0.0,0.0003538212697128993,24.0,4.071428571428571,5.303030303030303,4.893939393939394,1,20
2016-12-11,22,9.0,209.0,55.0,0.0,8.0,8.0,4.0,1.0,3.0,0.0,3.0,26.0,2.0,3.0,1.0,65.0,0.0003606983119319002,0.0,0.00023589276988660298,5.333333333333333,4.512195121951219,6.55,4.7164179104477615,0,22
2016-12-11,21,3.0,346.0,122.0,0.0,5.0,13.0,3.0,2.0,0.0,1.0,13.0,46.0,1.0,2.0,1.0,71.0,0.00036075036075036075,0.0,0.0004043194797756027,12.166666666666666,5.533333333333333,5.205128205128205,5.704918032786885,1,17
2016-12-11,20,0.0,298.0,143.0,0.0,3.0,11.0,3.0,0.0,1.0,1.0,7.0,41.0,4.0,4.0,0.0,75.0,0.0005049776367046602,0.0007698229407236335,0.00038750547562085115,8.0,3.5416666666666665,6.7,4.846153846153846,1,16
2016-12-11,21,12.0,233.0,161.0,0.0,5.0,13.0,4.0,0.0,0.0,2.0,2.0,34.0,0.0,1.0,2.0,75.0,0.00021643460067816175,0.0,0.00040438079191238417,26.0,2.9310344827586206,5.586206896551724,5.984126984126984,0,25
2016-12-11,28,3.0,234.0,71.0,0.0,6.0,10.0,5.0,2.0,1.0,2.0,7.0,37.0,3.0,5.0,5.0,100.0,0.00028855864954552014,0.0,0.00030327026435058045,0.0,6.481481481481482,5.0,4.71875,0,23
2016-12-11,29,9.0,198.0,118.0,0.0,3.0,11.0,1.0,1.0,3.0,8.0,3.0,26.0,1.0,8.0,4.0,56.0,0.00028855864954552014,0.0,0.00030330603579011223,14.25,2.6774193548387095,8.80952380952381,5.508771929824562,1,24
2016-12-11,19,4.0,310.0,128.0,0.0,5.0,18.0,1.0,1.0,1.0,5.0,9.0,50.0,4.0,2.0,3.0,78.0,0.0006492569614774203,0.0015384615384615385,0.0005391471366232541,9.666666666666666,3.6538461538461537,6.627906976744186,5.0394736842105265,1,22
2016-12-11,20,3.0,234.0,59.0,0.0,5.0,10.0,1.0,1.0,0.0,2.0,3.0,24.0,2.0,3.0,0.0,119.0,0.0001443209698369173,0.0007698229407236335,0.00023590469450342062,26.8,4.6521739130434785,6.25,7.1063829787234045,0,27
2016-12-11,19,4.0,385.0,71.0,0.0,2.0,10.0,2.0,3.0,1.0,3.0,5.0,42.0,1.0,4.0,0.0,39.0,0.00028855864954552014,0.0007692307692307692,0.00042120870048691723,12.875,2.875,4.666666666666667,5.068965517241379,0,11
2016-12-11,20,3.0,246.0,47.0,0.0,5.0,11.0,5.0,0.0,2.0,7.0,5.0,28.0,2.0,4.0,0.0,6.0,0.0004329004329004329,0.0,0.0002695871946082561,6.8,2.9714285714285715,7.142857142857143,4.285714285714286,1,16
2016-12-11,21,10.0,420.0,112.0,0.0,0.0,19.0,0.0,0.0,2.0,1.0,10.0,55.0,3.0,5.0,2.0,17.0,0.00021643460067816175,0.0007692307692307692,0.0006065098726329267,6.375,2.0,6.795454545454546,5.4375,0,10
2016-12-11,22,8.0,217.0,47.0,0.0,11.0,4.0,1.0,0.0,3.0,0.0,2.0,23.0,2.0,7.0,1.0,58.0,0.00043280675178532783,0.0,0.00010108668182966894,7.0,4.285714285714286,2.7857142857142856,3.8923076923076922,1,13
2016-12-11,26,6.0,360.0,95.0,0.0,13.0,11.0,0.0,1.0,4.0,4.0,10.0,41.0,6.0,6.0,0.0,78.0,0.0005770756690471038,0.0007698229407236335,0.00038752506276221123,9.272727272727273,4.634146341463414,6.458333333333333,4.951219512195122,0,23
2016-12-11,25,2.0,194.0,71.0,0.0,11.0,5.0,1.0,0.0,1.0,1.0,2.0,28.0,2.0,6.0,0.0,20.0,0.00014426891726177594,0.0,0.0002527337365840508,10.0,9.185185185185185,4.478260869565218,6.618181818181818,1,17
2016-12-11,27,4.0,241.0,123.0,0.0,5.0,10.0,3.0,0.0,3.0,5.0,3.0,26.0,1.0,4.0,0.0,36.0,0.0002886002886002886,0.0,0.00030330092506782144,15.333333333333334,3.1,8.105263157894736,5.892857142857143,1,38
2016-12-11,26,0.0,413.0,83.0,0.0,7.0,14.0,1.0,5.0,2.0,2.0,9.0,42.0,3.0,4.0,1.0,213.0,0.0004329316689515838,0.0,0.0003706699016039898,6.181818181818182,5.230769230769231,6.142857142857143,5.205882352941177,0,10
2016-12-11,26,4.0,164.0,142.0,0.0,3.0,12.0,3.0,0.0,2.0,2.0,5.0,32.0,2.0,8.0,0.0,90.0,0.00028855864954552014,0.0,0.000303275374039628,44.5,2.64,5.285714285714286,5.017543859649122,0,40
2016-12-11,27,6.0,227.0,102.0,0.0,6.0,13.0,2.0,2.0,6.0,2.0,5.0,44.0,3.0,7.0,3.0,154.0,0.0004328692013563235,0.0,0.00040434672731867575,14.0,4.521739130434782,5.3076923076923075,4.656716417910448,1,14
2016-12-11,29,0.0,338.0,57.0,0.0,6.0,6.0,1.0,2.0,2.0,3.0,8.0,40.0,3.0,9.0,3.0,83.0,7.211365111415591e-05,0.0007692307692307692,0.0002863977896829408,4.428571428571429,4.32,4.466666666666667,4.0,0,7
2016-12-11,30,2.0,203.0,139.0,0.0,4.0,7.0,1.0,1.0,5.0,3.0,4.0,31.0,3.0,9.0,3.0,43.0,0.000144248106743599,0.001539645881447267,0.0002864363942712721,0.0,2.8181818181818183,7.72,4.0625,1,10
2016-12-12,27,4.0,329.0,157.0,0.0,3.0,13.0,1.0,1.0,3.0,2.0,2.0,54.0,2.0,6.0,1.0,47.0,0.00043280675178532783,0.0,0.0006233783738248475,15.333333333333334,3.0,5.043478260869565,5.117647058823529,0,23
2016-12-12,28,9.0,336.0,207.0,0.0,6.0,13.0,1.0,1.0,2.0,2.0,7.0,39.0,1.0,6.0,1.0,82.0,0.0005771589351417646,0.0007698229407236335,0.0004212157972772611,25.666666666666668,3.6538461538461537,6.0344827586206895,7.630769230769231,1,30
2016-12-15,18,0.0,352.0,50.0,0.0,2.0,8.0,3.0,0.0,0.0,5.0,6.0,39.0,4.0,4.0,1.0,114.0,0.0002164189871591401,0.0,0.00030324982731607053,5.444444444444445,2.764705882352941,4.538461538461538,3.267857142857143,0,3
2016-12-15,19,7.0,216.0,91.0,0.0,6.0,8.0,4.0,1.0,2.0,6.0,6.0,28.0,2.0,3.0,1.0,56.0,0.000505014068249044,0.0007698229407236335,0.0003201563711117851,20.6,2.4,6.631578947368421,5.155172413793103,1,24
2016-12-17,24,6.0,214.0,107.0,0.0,2.0,10.0,1.0,1.0,1.0,3.0,4.0,19.0,1.0,6.0,2.0,84.0,0.00036075036075036075,0.0,0.00020220743112309378,19.8,2.4814814814814814,10.538461538461538,6.586956521739131,0,33
2016-12-17,25,0.0,371.0,187.0,1.0,8.0,10.0,2.0,3.0,1.0,2.0,8.0,49.0,3.0,4.0,2.0,116.0,0.0003606722931544399,0.0,0.00042117322012197176,7.0,5.043478260869565,5.352941176470588,5.0,1,13
2016-12-18,24,1.0,245.0,105.0,0.0,4.0,12.0,2.0,1.0,1.0,4.0,3.0,33.0,3.0,4.0,2.0,162.0,0.0002886002886002886,0.0,0.00026957356831162704,8.5,6.291666666666667,6.88,5.964912280701754,1,27
2016-12-18,23,8.0,200.0,119.0,0.0,13.0,10.0,4.0,1.0,1.0,4.0,5.0,44.0,1.0,2.0,3.0,54.0,0.0005770756690471038,0.0007686395080707148,0.00037062618979430244,12.0,4.384615384615385,3.210526315789474,3.9759036144578315,0,26
2016-12-18,18,10.0,180.0,64.0,0.0,16.0,12.0,1.0,0.0,0.0,1.0,4.0,26.0,1.0,2.0,0.0,85.0,0.0002886419396738346,0.0,0.0002864460470445508,14.0,7.0,6.0,6.833333333333333,1,33
2016-12-18,19,4.0,249.0,94.0,0.0,6.0,8.0,2.0,0.0,1.0,4.0,4.0,33.0,5.0,5.0,2.0,133.0,0.00021643460067816175,0.0007698229407236335,0.0002864315681285909,15.25,5.095238095238095,5.625,4.981481481481482,0,13
2016-12-18,21,8.0,503.0,119.0,0.0,5.0,21.0,3.0,3.0,1.0,0.0,1.0,44.0,1.0,2.0,1.0,132.0,0.00021648145475537596,0.0,0.0005054759898904802,11.181818181818182,5.0,7.46875,7.126984126984127,1,27
2016-12-18,22,8.0,402.0,54.0,0.0,9.0,9.0,2.0,0.0,0.0,4.0,6.0,35.0,4.0,4.0,0.0,95.0,0.00021645021645021645,0.0,0.0003201240059307184,10.7,9.826086956521738,7.25,7.775862068965517,0,30
2016-12-18,24,3.0,228.0,95.0,0.0,10.0,14.0,0.0,0.0,2.0,2.0,4.0,39.0,3.0,2.0,2.0,72.0,0.0003607243344636029,0.0,0.0005392289026691831,14.666666666666666,5.78125,7.121212121212121,6.323943661971831,1,26
2016-12-18,23,7.0,488.0,55.0,0.0,3.0,12.0,1.0,3.0,1.0,4.0,9.0,39.0,4.0,4.0,2.0,81.0,0.0002885794675708823,0.0,0.000286412265184062,8.0,2.6,6.5,4.677966101694915,0,20
2016-12-18,28,8.0,421.0,111.0,0.0,7.0,13.0,4.0,2.0,4.0,5.0,5.0,47.0,0.0,5.0,2.0,80.0,0.0002885378345235519,0.0,0.0004885773973987465,9.88888888888889,2.53125,5.7631578947368425,4.924050632911392,1,27
2016-12-18,27,2.0,255.0,44.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,5.0,30.0,2.0,6.0,1.0,183.0,0.00021640337589266391,0.0,0.00020217336365933788,0.0,3.35,4.181818181818182,3.0,0,20
2016-12-18,22,10.0,213.0,82.0,0.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,29.0,1.0,6.0,1.0,44.0,0.0002885378345235519,0.0007692307692307692,0.00025272947836635666,15.4,5.642857142857143,3.739130434782609,5.56140350877193,1,17
2016-12-18,23,2.0,282.0,91.0,0.0,11.0,9.0,1.0,1.0,0.0,1.0,1.0,35.0,1.0,4.0,3.0,67.0,0.0004328692013563235,0.0007698229407236335,0.0003201186123700571,12.125,5.103448275862069,6.0,6.078125,0,19
2016-12-18,19,8.0,229.0,94.0,0.0,9.0,14.0,4.0,0.0,2.0,0.0,2.0,28.0,0.0,3.0,0.0,37.0,0.0005050869471101812,0.0,0.0003538510792457917,27.0,4.025,5.916666666666667,6.044117647058823,0,34
2016-12-18,20,0.0,253.0,166.0,0.0,0.0,18.0,2.0,1.0,2.0,0.0,4.0,47.0,5.0,3.0,2.0,154.0,0.0002164658344757919,0.0,0.0005391834740265211,10.714285714285714,3.7777777777777777,6.171428571428572,5.035714285714286,1,6
2016-12-18,22,0.0,361.0,113.0,0.0,2.0,11.0,3.0,1.0,1.0,0.0,3.0,40.0,1.0,6.0,1.0,60.0,0.0003606983119319002,0.0,0.00040435353977827946,11.2,2.9473684210526314,5.551724137931035,5.491525423728813,0,6
2016-12-18,21,1.0,192.0,86.0,0.0,5.0,12.0,0.0,0.0,2.0,2.0,3.0,30.0,2.0,7.0,1.0,34.0,0.000505014068249044,0.0,0.0003369953494641774,13.5,3.5625,6.125,4.838709677419355,1,17
2016-12-18,21,1.0,407.0,105.0,0.0,7.0,17.0,2.0,0.0,1.0,1.0,5.0,41.0,1.0,2.0,2.0,143.0,0.00036080242459229326,0.0007698229407236335,0.0004717616929505324,11.6,7.733333333333333,6.733333333333333,7.589285714285714,1,41
2016-12-18,22,6.0,334.0,186.0,0.0,10.0,20.0,3.0,0.0,0.0,1.0,4.0,51.0,3.0,1.0,1.0,40.0,0.0006494443642661279,0.0007698229407236335,0.000623409883573992,21.666666666666668,4.0625,7.2,5.879518072289157,0,48
2016-12-18,21,9.0,265.0,153.0,0.0,10.0,17.0,2.0,0.0,2.0,6.0,3.0,25.0,1.0,2.0,2.0,0.0,0.0003608284621490943,0.0,0.00030330603579011223,10.0,6.048780487804878,13.263157894736842,8.333333333333334,1,41
2016-12-18,22,0.0,215.0,68.0,0.0,6.0,8.0,1.0,0.0,2.0,3.0,2.0,35.0,2.0,7.0,1.0,154.0,0.0004329004329004329,0.0,0.0003369669603895338,22.5,5.35,4.451612903225806,4.945454545454545,0,13
2016-12-18,24,0.0,346.0,102.0,0.0,4.0,10.0,1.0,1.0,3.0,1.0,5.0,44.0,4.0,7.0,1.0,119.0,0.00014426891726177594,0.0,0.00042120160393570777,12.333333333333334,3.411764705882353,6.117647058823529,5.065573770491803,1,3
2016-12-18,25,6.0,232.0,73.0,0.0,6.0,11.0,3.0,0.0,3.0,1.0,5.0,34.0,2.0,7.0,4.0,28.0,0.0003606202668589975,0.0,0.0002695599433924119,9.0,3.4871794871794872,5.666666666666667,4.287671232876712,0,16
2016-12-18,22,4.0,209.0,96.0,0.0,8.0,9.0,1.0,1.0,1.0,3.0,4.0,32.0,2.0,3.0,2.0,26.0,0.00028855864954552014,0.0,0.0003201347935973041,10.5,5.0,6.576923076923077,5.655737704918033,0,19
2016-12-18,21,1.0,285.0,93.0,0.0,2.0,12.0,0.0,1.0,1.0,3.0,7.0,33.0,3.0,5.0,2.0,83.0,0.0005772005772005772,0.0,0.00028642674214853756,7.555555555555555,3.3181818181818183,6.571428571428571,4.781818181818182,1,16
2016-12-18,17,12.0,136.0,73.0,0.0,8.0,9.0,2.0,1.0,1.0,4.0,3.0,28.0,1.0,3.0,0.0,187.0,0.0004329316689515838,0.0007698229407236335,0.0002695871946082561,10.75,2.7142857142857144,4.956521739130435,3.9642857142857144,1,20
2016-12-18,18,3.0,378.0,78.0,0.0,7.0,12.0,7.0,0.0,1.0,4.0,4.0,38.0,1.0,1.0,1.0,76.0,0.0003607243344636029,0.0,0.0003538033864038413,14.181818181818182,3.3448275862068964,5.416666666666667,5.701492537313433,0,24
2016-12-19,28,6.0,356.0,144.0,0.0,6.0,15.0,1.0,0.0,3.0,3.0,5.0,39.0,2.0,6.0,1.0,45.0,0.00028851702250432774,0.0,0.0003537974257025406,12.571428571428571,4.484848484848484,7.310344827586207,6.083333333333333,0,26
2016-12-19,27,10.0,306.0,136.0,0.0,2.0,14.0,2.0,1.0,0.0,2.0,1.0,48.0,1.0,6.0,2.0,129.0,0.00014426891726177594,0.0007698229407236335,0.0005391380530377059,11.714285714285714,2.230769230769231,5.825,5.491803278688525,1,15
